opp_id,account_id,owner_id,name,stage,amount,close_date,created_date,lead_source,forecast_category,is_won,is_closed,competitor,loss_reason,days_in_stage,next_step,opportunity_type,created_at
712,875,6,Pinnacle Partners - Platform Deal,Discovery,219073,2024-11-30,2024-10-22,Outbound - SDR,Pipeline,False,False,,,4,Send proposal,New Business,2024-10-22T00:00:00
713,840,10,Horizon Inc - Initial License,Qualification,46691,2022-03-08,2021-08-29,Outbound - AE,Best Case,False,False,CompetitorB,,62,Legal review,New Business,2021-08-29T00:00:00
714,64,10,Fusion Platforms - Initial License,Qualification,37943,2025-03-16,2024-12-11,Partner Referral,Best Case,False,False,,,45,Schedule demo,New Business,2024-12-11T00:00:00
715,433,14,Pinnacle Corp - Platform Deal,Qualification,12136,2023-10-20,2023-07-19,Inbound - Web,Best Case,False,False,CompetitorA,,35,Executive alignment,New Business,2023-07-19T00:00:00
716,264,8,Quantum Technologies - New Business,Prospecting,110633,2024-10-10,2024-02-24,Webinar,Pipeline,False,False,,,11,Reference call,New Business,2024-02-24T00:00:00
364,994,9,Summit Systems - Platform Deal,Prospecting,12663,2024-01-22,2023-07-27,Webinar,Pipeline,False,False,,,26,,New Business,2023-07-27T00:00:00
718,321,8,Optima Services - Initial License,Closed Lost,44477,2024-04-21,2023-11-06,Webinar,Omitted,False,True,CompetitorA,Lost to Status Quo,24,,New Business,2023-11-06T00:00:00
719,770,4,Horizon Corp - Platform Deal,Closed Won,143334,2023-12-27,2023-08-11,Product-Led,Closed,True,True,,,10,,New Business,2023-08-11T00:00:00
720,420,8,Elevate Digital - New Business,Qualification,90414,2024-02-12,2023-10-12,Inbound - Web,Best Case,False,False,,,49,Schedule demo,New Business,2023-10-12T00:00:00
721,976,12,Vertex Systems - Platform Deal,Closed Lost,42985,2024-09-23,2024-02-20,Event,Omitted,False,True,CompetitorB,Timing,40,,New Business,2024-02-20T00:00:00
722,502,8,Zenith Group - Initial License,Negotiation,50023,2022-01-28,2021-10-09,Webinar,Commit,False,False,Open Source Alternative,,43,Executive alignment,New Business,2021-10-09T00:00:00
723,201,4,Elevate Solutions - Platform Deal,Qualification,13960,2024-09-23,2024-08-18,Partner Referral,Best Case,False,False,CompetitorC,,54,Technical review,New Business,2024-08-18T00:00:00
724,456,10,Zenith Software - New Business,Qualification,7940,2024-11-19,2024-10-20,Webinar,Best Case,False,False,CompetitorB,,50,Contract signing,New Business,2024-10-20T00:00:00
725,356,1,Nova Digital - Platform Deal,Qualification,64736,2024-05-07,2024-01-24,Inbound - Content,Best Case,False,False,,,24,Technical review,New Business,2024-01-24T00:00:00
726,370,10,Nova Networks - New Business,Proposal,19807,2023-08-06,2022-12-05,Product-Led,Best Case,False,False,CompetitorE,,22,Technical review,New Business,2022-12-05T00:00:00
727,54,10,Summit Labs - Initial License,Proposal,16104,2024-06-16,2023-12-12,Outbound - SDR,Best Case,False,False,,,42,Contract signing,New Business,2023-12-12T00:00:00
728,261,1,Vertex Enterprises - Initial License,Proposal,926576,2023-11-05,2023-06-08,Partner Referral,Best Case,False,False,,,39,,New Business,2023-06-08T00:00:00
729,962,16,Zenith Partners - Platform Deal,Qualification,27441,2025-06-04,2024-10-08,Product-Led,Best Case,False,False,Open Source Alternative,,45,Schedule demo,New Business,2024-10-08T00:00:00
730,803,7,Elevate Services - Initial License,Discovery,44214,2025-01-07,2024-06-21,,Pipeline,False,False,CompetitorA,,48,Schedule demo,New Business,2024-06-21T00:00:00
731,443,11,Fusion Dynamics - Initial License,Prospecting,75106,2022-12-05,2022-10-28,Inbound - Content,Pipeline,False,False,CompetitorB,,65,Send proposal,New Business,2022-10-28T00:00:00
732,578,12,Pinnacle Inc - New Business,Closed Lost,25145,2024-12-31,2024-10-29,,Omitted,False,True,CompetitorC,Price,62,,New Business,2024-10-29T00:00:00
733,226,8,Vertex Digital - New Business,Qualification,158646,2025-02-11,2024-10-16,Outbound - SDR,Best Case,False,False,CompetitorB,,6,Executive alignment,New Business,2024-10-16T00:00:00
734,254,4,Quantum Dynamics - Platform Deal,Prospecting,45249,2023-09-15,2023-03-09,Partner Referral,Pipeline,False,False,,,57,Technical review,New Business,2023-03-09T00:00:00
735,730,15,Apex Services - New Business,Prospecting,5355,2025-01-24,2024-11-24,Product-Led,Pipeline,False,False,Open Source Alternative,,35,,New Business,2024-11-24T00:00:00
736,952,14,Nexus Analytics - New Business,Discovery,54101,2024-03-11,2023-11-08,Outbound - AE,Pipeline,False,False,CompetitorE,,17,,New Business,2023-11-08T00:00:00
737,681,14,Vanguard Inc - Initial License,Prospecting,31543,2024-06-24,2024-01-23,Outbound - SDR,Pipeline,False,False,CompetitorD,,74,Schedule demo,New Business,2024-01-23T00:00:00
179,601,5,Acme Technologies - Platform Deal,Closed Lost,,2023-09-20,2023-03-14,,Omitted,False,True,,Feature Gap,10,,New Business,2023-03-14T00:00:00
739,410,10,Global Systems - Platform Deal,Prospecting,10314,2022-03-31,2022-01-31,,Pipeline,False,False,CompetitorE,,29,POC setup,New Business,2022-01-31T00:00:00
740,950,13,Nexus Networks - New Business,Closed Lost,410144,2024-09-17,2024-02-07,Outbound - AE,Omitted,False,True,,Feature Gap,68,,New Business,2024-02-07T00:00:00
741,701,16,Apex Systems - New Business,Qualification,21108,2025-03-18,2024-10-20,,Best Case,False,False,CompetitorB,,51,Send proposal,New Business,2024-10-20T00:00:00
742,604,15,Pacific Analytics - Contract Renewal,Proposal,31519,2024-11-02,2024-03-29,Outbound - SDR,Best Case,False,False,CompetitorD,,7,Schedule demo,Renewal,2024-03-29T00:00:00
743,724,10,Pacific Solutions - New Business,Discovery,94418,2024-10-11,2024-04-19,Inbound - Web,Pipeline,False,False,CompetitorB,,61,Technical review,New Business,2024-04-19T00:00:00
744,296,11,Velocity Analytics - New Business,Prospecting,502602,2025-07-18,2024-10-29,Outbound - AE,Pipeline,False,False,CompetitorD,,55,POC setup,New Business,2024-10-29T00:00:00
745,440,1,Apex Services - Initial License,Qualification,33650,2023-06-01,2022-09-25,Event,Best Case,False,False,Open Source Alternative,,30,Send proposal,New Business,2022-09-25T00:00:00
746,356,13,Nova Digital - New Business,Closed Won,51645,2023-04-08,2023-01-13,Inbound - Content,Closed,True,True,CompetitorB,,20,,New Business,2023-01-13T00:00:00
747,644,9,Pinnacle Inc - New Business,Closed Lost,6883,2024-12-31,2024-11-26,,Omitted,False,True,CompetitorB,Timing,42,,New Business,2024-11-26T00:00:00
177,178,15,Vertex Solutions - Platform Deal,Qualification,42556,2025-08-23,2024-12-08,Product-Led,Best Case,False,False,CompetitorA,,38,Reference call,New Business,2024-12-08T00:00:00
749,871,3,Apex Dynamics - New Business,Closed Lost,82541,2023-07-05,2023-05-17,Inbound - Content,Omitted,False,True,CompetitorB,Feature Gap,23,,New Business,2023-05-17T00:00:00
750,864,7,Apex Networks - Platform Deal,Discovery,35856,2022-12-09,2022-05-19,Outbound - SDR,Pipeline,False,False,,,4,Legal review,New Business,2022-05-19T00:00:00
751,434,5,Synergy Inc - New Business,Closed Lost,119106,2024-12-31,2024-11-19,Inbound - Content,Omitted,False,True,CompetitorA,Feature Gap,29,,New Business,2024-11-19T00:00:00
752,770,4,Horizon Corp - Contract Renewal,Proposal,70400,2024-05-06,2024-02-02,Webinar,Best Case,False,False,,,26,Reference call,Renewal,2024-02-02T00:00:00
753,88,4,Acme Inc - Initial License,Closed Won,52785,2022-07-12,2022-06-09,Inbound - Content,Closed,True,True,CompetitorE,,30,,New Business,2022-06-09T00:00:00
754,739,10,Catalyst Platforms - New Business,Discovery,189684,2022-07-03,2022-02-19,Inbound - Web,Pipeline,False,False,CompetitorE,,34,POC setup,New Business,2022-02-19T00:00:00
755,430,8,Apex Digital - Platform Deal,Prospecting,84902,2025-05-20,2024-11-20,Event,Pipeline,False,False,,,29,Technical review,New Business,2024-11-20T00:00:00
756,750,14,Synergy Services - New Business,Prospecting,530086,2025-02-17,2024-06-06,Outbound - SDR,Pipeline,False,False,CompetitorE,,47,Legal review,New Business,2024-06-06T00:00:00
757,68,2,Apex Platforms - New Business,Prospecting,6621,2022-08-29,2022-06-20,Inbound - Content,Pipeline,False,False,CompetitorD,,8,Send proposal,New Business,2022-06-20T00:00:00
758,78,10,Fusion Dynamics - New Business,Closed Lost,52778,2022-11-22,2022-09-27,Inbound - Content,Omitted,False,True,CompetitorA,No Decision,48,,New Business,2022-09-27T00:00:00
759,198,4,Atlas Inc - Initial License,Prospecting,40676,2025-03-07,2024-08-06,Webinar,Pipeline,False,False,Open Source Alternative,,18,Contract signing,New Business,2024-08-06T00:00:00
760,284,7,Optima Platforms - Platform Deal,Qualification,541783,2025-02-13,2024-11-02,Inbound - Content,Best Case,False,False,,,14,Contract signing,New Business,2024-11-02T00:00:00
761,571,14,Elevate Networks - Initial License,Prospecting,25527,2024-03-31,2023-11-28,Webinar,Pipeline,False,False,,,45,,New Business,2023-11-28T00:00:00
762,56,13,Elevate Labs - Initial License,Discovery,13397,2024-04-11,2023-12-02,,Pipeline,False,False,,,8,Send proposal,New Business,2023-12-02T00:00:00
763,143,3,Atlas Analytics - Platform Deal,Discovery,815993,2022-05-13,2021-10-23,Inbound - Web,Pipeline,False,False,CompetitorA,,45,Contract signing,New Business,2021-10-23T00:00:00
764,292,5,Optima Systems - New Business,Qualification,169205,2023-02-10,2022-08-10,Outbound - AE,Best Case,False,False,CompetitorE,,7,,New Business,2022-08-10T00:00:00
765,487,10,Elevate Partners - Platform Deal,Prospecting,66488,2024-10-18,2024-02-07,Inbound - Web,Pipeline,False,False,Open Source Alternative,,31,POC setup,New Business,2024-02-07T00:00:00
766,594,2,Nexus Group - Initial License,Closed Won,29766,2024-06-27,2024-03-11,Product-Led,Closed,True,True,,,4,,New Business,2024-03-11T00:00:00
767,820,3,Acme Technologies - Platform Deal,Closed Won,119688,2024-09-20,2024-07-04,Inbound - Content,Closed,True,True,,,35,,New Business,2024-07-04T00:00:00
768,141,13,Pacific Enterprises - Initial License,Closed Lost,8170,2024-06-28,2023-12-13,Outbound - SDR,Omitted,False,True,CompetitorC,Price,61,,New Business,2023-12-13T00:00:00
769,76,7,Elevate Dynamics - Platform Deal,Prospecting,,2025-04-12,2024-09-08,Webinar,Pipeline,False,False,CompetitorB,,24,POC setup,New Business,2024-09-08T00:00:00
770,827,2,Velocity Dynamics - Initial License,Discovery,38662,2024-10-25,2024-07-24,Webinar,Pipeline,False,False,CompetitorD,,27,Technical review,New Business,2024-07-24T00:00:00
771,664,11,Horizon Group - New Business,Qualification,25989,2025-05-28,2024-09-25,Webinar,Best Case,False,False,CompetitorC,,56,Executive alignment,New Business,2024-09-25T00:00:00
772,550,8,Vertex Enterprises - New Business,Qualification,31031,2025-05-01,2024-11-08,Partner Referral,Best Case,False,False,Open Source Alternative,,41,Executive alignment,New Business,2024-11-08T00:00:00
586,479,14,Acme Corp - New Business,Closed Lost,38296,2021-06-23,2021-01-27,Inbound - Web,Omitted,False,True,Open Source Alternative,Feature Gap,58,,New Business,2021-01-27T00:00:00
774,521,4,Nexus Corp - New Business,Prospecting,49617,2024-02-11,2023-05-24,Product-Led,Pipeline,False,False,CompetitorD,,12,POC setup,New Business,2023-05-24T00:00:00
775,209,16,Optima Solutions - Platform Deal,Closed Lost,100785,2024-12-31,2024-11-18,Outbound - SDR,Omitted,False,True,,Champion Left,66,,New Business,2024-11-18T00:00:00
776,56,13,Elevate Labs - Platform Deal,Qualification,17689,2024-07-09,2023-11-06,Outbound - SDR,Best Case,False,False,CompetitorC,,45,Legal review,New Business,2023-11-06T00:00:00
777,902,12,Apex Networks - Platform Deal,Qualification,32485,2025-03-08,2024-11-02,Partner Referral,Best Case,False,False,CompetitorD,,59,Executive alignment,New Business,2024-11-02T00:00:00
778,608,12,Acme Systems - Platform Deal,Qualification,314932,2021-12-18,2021-08-24,Partner Referral,Best Case,False,False,,,39,Reference call,New Business,2021-08-24T00:00:00
779,89,13,Zenith Inc - Platform Deal,Closed Lost,41082,2024-12-31,2024-11-05,Event,Omitted,False,True,Open Source Alternative,Budget Cut,76,,New Business,2024-11-05T00:00:00
780,499,9,Catalyst Holdings - New Business,Discovery,24978,2025-03-13,2024-11-09,Outbound - SDR,Pipeline,False,False,,,31,Contract signing,New Business,2024-11-09T00:00:00
418,853,15,Atlas Technologies - Platform Deal,Discovery,81809,2024-07-29,2024-04-26,Outbound - AE,Pipeline,False,False,,,22,Send proposal,New Business,2024-04-26T00:00:00
782,952,11,Nexus Analytics - New Business,Closed Lost,209027,2020-09-19,2020-05-14,Outbound - AE,Omitted,False,True,CompetitorA,Competitor,16,,New Business,2020-05-14T00:00:00
783,868,14,Nova Systems - New Business,Prospecting,89305,2025-01-17,2024-12-06,Inbound - Content,Pipeline,False,False,Open Source Alternative,,54,,New Business,2024-12-06T00:00:00
784,468,13,Acme Group - Platform Deal,Closed Won,17634,2023-02-20,2022-08-08,Inbound - Content,Closed,True,True,Open Source Alternative,,68,,New Business,2022-08-08T00:00:00
785,255,15,Nova Holdings - Expansion,Qualification,13730,2022-10-10,2022-05-05,Event,Best Case,False,False,CompetitorC,,25,,Expansion,2022-05-05T00:00:00
786,203,13,Velocity Labs - Initial License,Closed Lost,152343,2023-06-23,2023-03-15,Product-Led,Omitted,False,True,CompetitorE,Price,40,,New Business,2023-03-15T00:00:00
787,996,3,Acme Holdings - New Business,Closed Lost,30868,2024-11-25,2024-08-19,Product-Led,Omitted,False,True,,Feature Gap,24,,New Business,2024-08-19T00:00:00
788,354,5,Zenith Analytics - Platform Deal,Qualification,11362,2023-12-01,2023-07-18,Outbound - AE,Best Case,False,False,,,38,Technical review,New Business,2023-07-18T00:00:00
789,960,9,Elevate Holdings - Platform Deal,Prospecting,26046,2025-06-29,2024-12-01,Webinar,Pipeline,False,False,CompetitorC,,57,Legal review,New Business,2024-12-01T00:00:00
790,114,12,Pacific Technologies - Platform Deal,Prospecting,193208,2023-07-31,2022-11-10,Event,Pipeline,False,False,Open Source Alternative,,19,Send proposal,New Business,2022-11-10T00:00:00
791,153,1,Optima Corp - New Business,Closed Lost,396436,2023-12-26,2023-11-04,Product-Led,Omitted,False,True,Open Source Alternative,Feature Gap,14,,New Business,2023-11-04T00:00:00
792,587,16,Horizon Holdings - New Business,Negotiation,5281,2024-09-16,2024-08-11,Outbound - SDR,Commit,False,False,CompetitorB,,11,Contract signing,New Business,2024-08-11T00:00:00
793,191,6,Synergy Technologies - Initial License,Prospecting,130195,2025-03-25,2024-08-23,Event,Pipeline,False,False,CompetitorB,,26,Legal review,New Business,2024-08-23T00:00:00
794,597,12,Zenith Networks - New Business,Closed Lost,37867,2022-03-16,2022-02-01,Outbound - SDR,Omitted,False,True,CompetitorE,Lost to Status Quo,36,,New Business,2022-02-01T00:00:00
795,563,10,Fusion Labs - New Business,Closed Lost,24216,2023-06-27,2023-06-04,Inbound - Web,Omitted,False,True,,Feature Gap,32,,New Business,2023-06-04T00:00:00
796,397,13,Acme Software - Initial License,Closed Won,23741,2024-01-04,2023-07-06,Product-Led,Closed,True,True,CompetitorE,,58,,New Business,2023-07-06T00:00:00
797,949,1,Synergy Systems - Platform Deal,Qualification,32350,2023-06-06,2023-03-14,Product-Led,Best Case,False,False,CompetitorE,,45,Send proposal,New Business,2023-03-14T00:00:00
798,756,8,Pinnacle Corp - New Business,Prospecting,26996,2024-09-30,2024-03-13,Partner Referral,Pipeline,False,False,CompetitorB,,37,Legal review,New Business,2024-03-13T00:00:00
799,848,4,Nexus Software - New Business,Proposal,8616,2025-06-03,2024-12-04,Partner Referral,Best Case,False,False,CompetitorE,,29,,New Business,2024-12-04T00:00:00
800,412,16,Velocity Corp - Initial License,Closed Won,41202,2024-09-17,2024-07-03,Event,Closed,True,True,CompetitorE,,21,,New Business,2024-07-03T00:00:00
801,583,10,Velocity Analytics - Initial License,Prospecting,22768,2024-07-07,2024-06-07,Partner Referral,Pipeline,False,False,Open Source Alternative,,7,Send proposal,New Business,2024-06-07T00:00:00
802,287,6,Velocity Dynamics - New Business,Prospecting,,2023-09-08,2023-04-14,Webinar,Pipeline,False,False,CompetitorD,,21,Reference call,New Business,2023-04-14T00:00:00
803,718,6,Catalyst Platforms - Initial License,Closed Won,206351,2023-09-25,2023-05-05,Webinar,Closed,True,True,,,7,,New Business,2023-05-05T00:00:00
804,402,13,Apex Solutions - Initial License,Prospecting,15464,2024-05-23,2023-11-21,Event,Pipeline,False,False,Open Source Alternative,,33,Reference call,New Business,2023-11-21T00:00:00
805,175,9,Acme Dynamics - Platform Deal,Closed Lost,22095,2024-01-26,2023-12-02,Product-Led,Omitted,False,True,CompetitorA,Price,20,,New Business,2023-12-02T00:00:00
806,482,13,Elevate Services - Initial License,Closed Lost,901335,2023-11-12,2023-09-05,Outbound - SDR,Omitted,False,True,CompetitorB,No Decision,58,,New Business,2023-09-05T00:00:00
807,149,14,Vertex Enterprises - Platform Deal,Closed Lost,9308,2024-12-31,2024-12-10,Event,Omitted,False,True,CompetitorB,Competitor,7,,New Business,2024-12-10T00:00:00
808,958,9,Summit Digital - Initial License,Qualification,42198,2025-05-04,2024-12-15,Webinar,Best Case,False,False,,,64,POC setup,New Business,2024-12-15T00:00:00
809,746,5,Fusion Corp - Platform Deal,Discovery,,2024-03-03,2023-10-01,Webinar,Pipeline,False,False,,,58,POC setup,New Business,2023-10-01T00:00:00
810,144,14,Quantum Partners - Platform Deal,Qualification,140854,2024-05-24,2023-10-06,Partner Referral,Best Case,False,False,Open Source Alternative,,18,,New Business,2023-10-06T00:00:00
811,151,10,Catalyst Technologies - Platform Deal,Qualification,14729,2021-05-10,2020-09-22,Partner Referral,Best Case,False,False,CompetitorD,,33,Contract signing,New Business,2020-09-22T00:00:00
812,704,1,Pinnacle Solutions - Initial License,Prospecting,672948,2024-09-20,2024-08-15,Outbound - AE,Pipeline,False,False,CompetitorD,,29,Executive alignment,New Business,2024-08-15T00:00:00
813,519,15,Global Analytics - Platform Deal,Closed Lost,73906,2024-12-31,2024-11-06,Inbound - Content,Omitted,False,True,CompetitorA,No Decision,6,,New Business,2024-11-06T00:00:00
814,457,1,Velocity Enterprises - Initial License,Prospecting,38099,2024-07-19,2024-05-13,Product-Led,Pipeline,False,False,,,20,Technical review,New Business,2024-05-13T00:00:00
815,615,3,Nexus Platforms - New Business,Proposal,431370,2024-12-13,2024-08-12,Outbound - SDR,Best Case,False,False,CompetitorE,,12,Schedule demo,New Business,2024-08-12T00:00:00
816,346,3,Nexus Enterprises - New Business,Qualification,25117,2024-08-11,2024-04-30,Inbound - Content,Best Case,False,False,CompetitorB,,14,Send proposal,New Business,2024-04-30T00:00:00
817,93,11,Nova Services - Platform Deal,Closed Lost,101989,2024-12-31,2024-10-07,Product-Led,Omitted,False,True,CompetitorA,Price,36,,New Business,2024-10-07T00:00:00
818,871,3,Apex Dynamics - Platform Deal,Closed Lost,193747,2024-04-08,2024-04-30,Event,Omitted,False,True,CompetitorA,Champion Left,32,,New Business,2024-04-30T00:00:00
819,483,13,Catalyst Partners - Initial License,Prospecting,364545,2025-03-31,2024-12-01,Outbound - SDR,Pipeline,False,False,Open Source Alternative,,31,Send proposal,New Business,2024-12-01T00:00:00
820,798,2,Pacific Labs - Platform Deal,Discovery,75121,2021-05-28,2020-09-05,Product-Led,Pipeline,False,False,,,26,Legal review,New Business,2020-09-05T00:00:00
821,565,2,Atlas Enterprises - Initial License,Negotiation,119327,2024-03-01,2023-07-19,Inbound - Web,Commit,False,False,Open Source Alternative,,30,Legal review,New Business,2023-07-19T00:00:00
822,253,12,Elevate Platforms - Initial License,Closed Won,779928,2024-03-22,2023-10-12,Event,Closed,True,True,CompetitorD,,68,,New Business,2023-10-12T00:00:00
823,665,5,Summit Technologies - New Business,Closed Lost,958098,2021-06-24,2021-01-02,Outbound - AE,Omitted,False,True,,Budget Cut,16,,New Business,2021-01-02T00:00:00
824,211,8,Vanguard Networks - Initial License,Qualification,15754,2025-06-19,2024-12-10,Outbound - SDR,Best Case,False,False,CompetitorE,,8,Legal review,New Business,2024-12-10T00:00:00
825,591,7,Optima Group - New Business,Discovery,26561,2022-01-15,2021-05-20,Outbound - AE,Pipeline,False,False,CompetitorC,,56,Reference call,New Business,2021-05-20T00:00:00
826,857,4,Pinnacle Dynamics - Platform Deal,Discovery,20375,2025-03-12,2024-11-17,Inbound - Web,Pipeline,False,False,,,22,Reference call,New Business,2024-11-17T00:00:00
827,67,12,Catalyst Networks - New Business,Prospecting,26503,2023-08-18,2023-05-10,Inbound - Web,Pipeline,False,False,CompetitorD,,4,Send proposal,New Business,2023-05-10T00:00:00
828,915,8,Summit Technologies - New Business,Proposal,45119,2024-11-14,2024-07-11,Webinar,Best Case,False,False,CompetitorD,,17,Technical review,New Business,2024-07-11T00:00:00
829,334,12,Global Analytics - Platform Deal,Prospecting,35304,2023-05-25,2022-11-19,Inbound - Content,Pipeline,False,False,CompetitorD,,29,Executive alignment,New Business,2022-11-19T00:00:00
830,224,16,Pinnacle Platforms - Initial License,Discovery,409528,2024-04-24,2024-05-14,Outbound - AE,Pipeline,False,False,,,39,Send proposal,New Business,2024-05-14T00:00:00
831,610,13,Nexus Holdings - New Business,Discovery,201933,2022-04-26,2022-03-05,Product-Led,Pipeline,False,False,CompetitorE,,76,,New Business,2022-03-05T00:00:00
832,4,5,Pacific Analytics - Initial License,Proposal,17643,2024-02-15,2023-08-16,Webinar,Best Case,False,False,,,37,Executive alignment,New Business,2023-08-16T00:00:00
833,528,11,Acme Group - New Business,Closed Lost,134051,2024-12-31,2024-11-18,Event,Omitted,False,True,CompetitorD,Lost to Status Quo,19,,New Business,2024-11-18T00:00:00
6,13,13,Vanguard Systems - Platform Deal,Prospecting,510707,2024-10-22,2024-02-20,Event,Pipeline,False,False,CompetitorD,,54,Reference call,New Business,2024-02-20T00:00:00
429,109,11,Summit Inc - Platform Deal,Qualification,37165,2023-11-16,2023-10-15,Webinar,Best Case,False,False,CompetitorA,,68,POC setup,New Business,2023-10-15T00:00:00
836,871,3,Apex Dynamics - Platform Deal,Proposal,35041,2023-08-11,2022-11-20,Outbound - AE,Best Case,False,False,CompetitorE,,4,Executive alignment,New Business,2022-11-20T00:00:00
837,163,5,Velocity Analytics - Initial License,Closed Lost,920415,2024-12-31,2024-12-07,Webinar,Omitted,False,True,CompetitorD,Price,34,,New Business,2024-12-07T00:00:00
838,455,10,Pinnacle Group - Platform Deal,Discovery,41455,2023-08-13,2022-11-19,Outbound - SDR,Pipeline,False,False,CompetitorC,,49,Contract signing,New Business,2022-11-19T00:00:00
839,1000,1,Synergy Digital - Initial License,Qualification,78957,2023-11-16,2023-10-03,Inbound - Web,Best Case,False,False,CompetitorC,,26,POC setup,New Business,2023-10-03T00:00:00
486,839,5,Nexus Networks - Platform Deal,Closed Lost,11883,2022-04-11,2021-10-15,Outbound - SDR,Omitted,False,True,CompetitorD,Budget Cut,3,,New Business,2021-10-15T00:00:00
841,297,14,Global Analytics - Initial License,Prospecting,20806,2025-01-06,2024-11-02,Event,Pipeline,False,False,CompetitorC,,73,Reference call,New Business,2024-11-02T00:00:00
842,647,5,Fusion Networks - New Business,Closed Won,128921,2024-09-17,2024-05-30,Event,Closed,True,True,CompetitorB,,17,,New Business,2024-05-30T00:00:00
843,28,4,Apex Software - Platform Deal,Prospecting,32331,2022-07-26,2022-04-06,Product-Led,Pipeline,False,False,,,41,Schedule demo,New Business,2022-04-06T00:00:00
844,341,2,Summit Technologies - New Business,Discovery,636979,2025-07-30,2024-11-05,Partner Referral,Pipeline,False,False,CompetitorA,,18,Executive alignment,New Business,2024-11-05T00:00:00
845,261,1,Vertex Enterprises - New Business,Qualification,326290,2024-07-25,2023-11-07,Outbound - AE,Best Case,False,False,Open Source Alternative,,24,Contract signing,New Business,2023-11-07T00:00:00
846,45,6,Pinnacle Dynamics - Platform Deal,Prospecting,39495,2024-09-09,2024-06-19,Inbound - Content,Pipeline,False,False,,,52,,New Business,2024-06-19T00:00:00
847,605,3,Quantum Corp - Platform Deal,Discovery,27143,2025-01-27,2024-11-01,Outbound - AE,Pipeline,False,False,CompetitorB,,3,POC setup,New Business,2024-11-01T00:00:00
848,622,12,Pacific Inc - Platform Deal,Discovery,47718,2024-01-05,2023-07-04,Event,Pipeline,False,False,CompetitorD,,1,Schedule demo,New Business,2023-07-04T00:00:00
849,699,4,Nexus Technologies - Platform Deal,Qualification,84328,2024-03-31,2023-08-09,Inbound - Content,Best Case,False,False,CompetitorB,,55,Legal review,New Business,2023-08-09T00:00:00
850,992,14,Summit Services - Initial License,Discovery,137308,2025-09-12,2024-12-25,Product-Led,Pipeline,False,False,CompetitorB,,64,POC setup,New Business,2024-12-25T00:00:00
851,357,9,Nexus Platforms - New Business,Closed Lost,32893,2024-12-31,2024-11-01,Outbound - SDR,Omitted,False,True,,Timing,37,,New Business,2024-11-01T00:00:00
852,60,15,Catalyst Digital - Initial License,Prospecting,17749,2021-12-30,2021-08-04,Inbound - Web,Pipeline,False,False,CompetitorB,,15,,New Business,2021-08-04T00:00:00
853,667,15,Fusion Platforms - Platform Deal,Qualification,106761,2025-07-02,2024-10-24,Event,Best Case,False,False,CompetitorB,,31,Reference call,New Business,2024-10-24T00:00:00
854,242,7,Global Group - Platform Deal,Closed Won,71937,2022-03-27,2021-12-08,Partner Referral,Closed,True,True,CompetitorD,,60,,New Business,2021-12-08T00:00:00
855,983,2,Zenith Holdings - Upsell,Closed Won,31693,2023-11-21,2023-09-10,Product-Led,Closed,True,True,,,35,,Expansion,2023-09-10T00:00:00
856,410,10,Global Systems - Initial License,Qualification,19166,2021-08-10,2021-08-26,Outbound - AE,Best Case,False,False,CompetitorD,,55,Executive alignment,New Business,2021-08-26T00:00:00
857,174,9,Global Group - Platform Deal,Discovery,839237,2025-03-03,2024-07-02,Inbound - Content,Pipeline,False,False,CompetitorD,,54,POC setup,New Business,2024-07-02T00:00:00
858,615,6,Nexus Platforms - Initial License,Qualification,450300,2024-01-19,2023-10-05,Webinar,Best Case,False,False,CompetitorC,,56,Contract signing,New Business,2023-10-05T00:00:00
859,742,4,Nexus Solutions - Platform Deal,Discovery,72338,2025-04-29,2024-09-05,Event,Pipeline,False,False,,,48,Contract signing,New Business,2024-09-05T00:00:00
860,422,12,Pacific Group - Initial License,Closed Won,48778,2023-02-22,2022-09-16,Partner Referral,Closed,True,True,,,57,,New Business,2022-09-16T00:00:00
861,752,1,Acme Labs - Renewal,Closed Won,11092,2024-05-20,2024-05-10,Webinar,Closed,True,True,,,35,,Renewal,2024-05-10T00:00:00
862,663,1,Synergy Technologies - Platform Deal,Qualification,21906,2024-12-14,2024-12-20,Outbound - SDR,Best Case,False,False,CompetitorD,,9,Technical review,New Business,2024-12-20T00:00:00
863,637,1,Zenith Technologies - Platform Deal,Closed Lost,152788,2024-12-31,2024-09-29,Outbound - SDR,Omitted,False,True,CompetitorD,Lost to Status Quo,22,,New Business,2024-09-29T00:00:00
864,851,2,Vertex Services - Initial License,Closed Lost,97217,2024-12-31,2024-12-27,Partner Referral,Omitted,False,True,CompetitorE,Price,4,,New Business,2024-12-27T00:00:00
865,840,10,Horizon Inc - New Business,Prospecting,8675,2021-11-03,2021-04-22,Inbound - Content,Pipeline,False,False,CompetitorB,,6,Schedule demo,New Business,2021-04-22T00:00:00
866,428,12,Horizon Partners - New Business,Proposal,,2024-02-09,2023-11-16,Inbound - Web,Best Case,False,False,CompetitorB,,63,Send proposal,New Business,2023-11-16T00:00:00
867,673,9,Acme Holdings - Platform Deal,Qualification,46959,2025-01-31,2024-12-30,Product-Led,Best Case,False,False,Open Source Alternative,,16,Reference call,New Business,2024-12-30T00:00:00
868,563,10,Fusion Labs - New Business,Discovery,36361,2024-05-31,2024-04-26,Inbound - Web,Pipeline,False,False,,,29,POC setup,New Business,2024-04-26T00:00:00
